Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Age_Standardized,DailyRate_Standardized,DistanceFromHome_Standardized,Education_Standardized,EmployeeCount_Standardized,EmployeeNumber_Standardized,EnvironmentSatisfaction_Standardized,HourlyRate_Standardized,JobInvolvement_Standardized,JobLevel_Standardized,JobSatisfaction_Standardized,MonthlyIncome_Standardized,MonthlyRate_Standardized,NumCompaniesWorked_Standardized,PercentSalaryHike_Standardized,PerformanceRating_Standardized,RelationshipSatisfaction_Standardized,StandardHours_Standardized,StockOptionLevel_Standardized,TotalWorkingYears_Standardized,TrainingTimesLastYear_Standardized,WorkLifeBalance_Standardized,YearsAtCompany_Standardized,YearsInCurrentRole_Standardized,YearsSinceLastPromotion_Standardized,YearsWithCurrManager_Standardized,Age_Scaled,DailyRate_Scaled,DistanceFromHome_Scaled,Education_Scaled,EmployeeCount_Scaled,EmployeeNumber_Scaled,EnvironmentSatisfaction_Scaled,HourlyRate_Scaled,JobInvolvement_Scaled,JobLevel_Scaled,JobSatisfaction_Scaled,MonthlyIncome_Scaled,MonthlyRate_Scaled,NumCompaniesWorked_Scaled,PercentSalaryHike_Scaled,PerformanceRating_Scaled,RelationshipSatisfaction_Scaled,StandardHours_Scaled,StockOptionLevel_Scaled,TotalWorkingYears_Scaled,TrainingTimesLastYear_Scaled,WorkLifeBalance_Scaled,YearsAtCompany_Scaled,YearsInCurrentRole_Scaled,YearsSinceLastPromotion_Scaled,YearsWithCurrManager_Scaled,Age_Normalized,DailyRate_Normalized,DistanceFromHome_Normalized,Education_Normalized,EmployeeCount_Normalized,EmployeeNumber_Normalized,EnvironmentSatisfaction_Normalized,HourlyRate_Normalized,JobInvolvement_Normalized,JobLevel_Normalized,JobSatisfaction_Normalized,MonthlyIncome_Normalized,MonthlyRate_Normalized,NumCompaniesWorked_Normalized,PercentSalaryHike_Normalized,PerformanceRating_Normalized,RelationshipSatisfaction_Normalized,StandardHours_Normalized,StockOptionLevel_Normalized,TotalWorkingYears_Normalized,TrainingTimesLastYear_Normalized,WorkLifeBalance_Normalized,YearsAtCompany_Normalized,YearsInCurrentRole_Normalized,YearsSinceLastPromotion_Normalized,YearsWithCurrManager_Normalized
29,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,Yes,-0.8676718124782865,-1.6894727543305028,2.197340684996958,0.08504925188071055,0.0,-1.2327039408864564,-0.6605306743650393,-1.5200461931177043,0.3796721288811475,0.8459113011114247,1.1532535902386967,0.24139034724246491,1.4351895017337981,-0.6780493930322936,1.855984331273588,2.346151056253851,1.1914379855160337,0.0,2.5899937140505074,-0.16451140099023315,0.1557070814399298,-1.0778621289498782,0.48850772848886465,-0.063295899399149,-0.3687152874355457,1.3672489585237668,0.2619047619047619,0.01360057265569077,0.9285714285714285,0.5,0.0,0.13642960812772134,0.3333333333333333,0.07142857142857145,0.6666666666666667,0.5,1.0,0.34913112164297,0.9006625175667536,0.1111111111111111,0.7857142857142857,1.0,1.0,0.0,1.0,0.25,0.5,0.3333333333333333,0.25,0.2222222222222222,0.06666666666666667,0.5294117647058824,0.0011288792678366814,0.0047101514278702905,0.001051025525227255,0.00011678061391413944,3.8926871304713146e-05,0.011016304579233822,7.785374260942629e-05,0.0013624404956649602,0.00011678061391413944,0.00011678061391413944,0.00015570748521885258,0.2973623698967037,0.9546815187480899,3.8926871304713146e-05,0.0008563911687036892,0.00015570748521885258,0.00015570748521885258,0.003114149704377052,0.00011678061391413944,0.0003892687130471315,0.00011678061391413944,7.785374260942629e-05,0.0003892687130471315,0.00015570748521885258,3.8926871304713146e-05,0.00035034184174241833
22,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,4,Male,60,4,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2,No,-1.6341847718190805,0.8268160096134479,-0.5173324155417446,0.08504925188071055,0.0,-1.2310423131883916,1.1697805251007627,-0.2898832863333916,1.7855109940078144,-0.9614863916702531,-0.6608531809232983,-0.8870837721134924,-0.2699936693194761,-0.6780493930322936,0.21605427699257776,-0.42623001504290287,-1.584178240646517,0.0,0.24198831185855807,-0.9359045730975464,-0.6201892226844657,-1.0778621289498782,-0.4911735278257753,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,0.09523809523809518,0.7401574803149605,0.14285714285714285,0.5,0.0,0.13691340106434446,1.0,0.42857142857142855,1.0,0.0,0.3333333333333333,0.06945760926803582,0.4134912668138928,0.1111111111111111,0.3571428571428571,0.0,0.0,0.0,0.3333333333333333,0.1,0.3333333333333333,0.3333333333333333,0.1,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0017372816040716911,0.08970690464661096,0.00039483672819811165,0.000236902036918867,7.896734563962233e-05,0.02242672616165274,0.0003158693825584893,0.00473804073837734,0.0003158693825584893,7.896734563962233e-05,0.00015793469127924466,0.18383598064904078,0.9785633471661999,7.896734563962233e-05,0.0012634775302339573,0.000236902036918867,7.896734563962233e-05,0.006317387651169786,7.896734563962233e-05,0.0003158693825584893,0.00015793469127924466,0.00015793469127924466,0.0003158693825584893,0.00015793469127924466,0.00015793469127924466,0.00015793469127924466
36,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,No,-0.10115885313749257,-0.41521420786036417,1.0867925984129432,-1.8684257522543597,0.0,-1.2277190577922616,-0.6605306743650393,0.349801425194451,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.9242675361668331,-0.9289901161231358,-0.6780493930322936,-0.6039107501479274,-0.42623001504290287,-1.584178240646517,0.0,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,0.33809616377248186,0.16194730971731802,-0.8915894197262932,-0.3687152874355457,0.8065414765793012,0.42857142857142855,0.3815318539727989,0.6071428571428571,0.0,0.0,0.1378809869375907,0.3333333333333333,0.6142857142857143,0.6666666666666667,0.0,1.0,0.0602422327540811,0.22521582011644245,0.1111111111111111,0.1428571428571428,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.6666666666666667,0.2,0.05555555555555555,0.06666666666666667,0.4117647058823529,0.004483553386340499,0.07908490000906158,0.0022417766931702495,0.00012454314962056942,0.00012454314962056942,0.03561934079148286,0.00024908629924113885,0.009091649922301567,0.00037362944886170827,0.00012454314962056942,0.0004981725984822777,0.268141401133086,0.9593558815272463,0.00012454314962056942,0.0016190609450674024,0.00037362944886170827,0.00012454314962056942,0.009963451969645553,0.0,0.0009963451969645554,0.00024908629924113885,0.00037362944886170827,0.0009963451969645554,0.00012454314962056942,0.00012454314962056942,0.0008718020473439859
40,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2,No,0.33684855220010396,0.8640025430707476,-0.02375548817107146,2.038524256015781,0.0,-1.2260574300941969,1.1697805251007627,-0.14226373751927407,-1.0261667362455194,-0.05778754527941421,1.1532535902386967,-0.3456881674968516,-0.009992938548145236,2.5255909693862573,-0.3305890744344257,-0.42623001504290287,1.1914379855160337,0.0,0.24198831185855807,-0.8073390444129942,1.707499689688721,-2.4938204216722384,-0.6544537372115486,-0.6154915796172451,-0.6791456840737199,-0.5952272282818631,0.5238095238095237,0.7508947745168217,0.2857142857142857,1.0,0.0,0.13836477987421383,1.0,0.4714285714285715,0.3333333333333333,0.25,1.0,0.20363349131121647,0.48777353944990964,1.0,0.2142857142857143,0.0,1.0,0.0,0.3333333333333333,0.125,0.8333333333333333,0.0,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.002648892791463785,0.07622189007437041,0.0005960008780793517,0.00033111159893297313,6.622231978659463e-05,0.019005805778752657,0.0002648892791463785,0.004172006146555462,0.00013244463957318926,0.00013244463957318926,0.0002648892791463785,0.3229000312794354,0.9431382784006807,0.0005960008780793517,0.0009271124770123248,0.00019866695935978387,0.0002648892791463785,0.00529778558292757,6.622231978659463e-05,0.00033111159893297313,0.00033111159893297313,6.622231978659463e-05,0.00019866695935978387,0.00013244463957318926,0.0,0.00013244463957318926
46,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,No,0.9938596602064987,-0.3929022877859843,-1.0109093429124179,1.0617867539482457,0.0,-1.2243958023961319,1.1697805251007627,1.5307578157073911,0.3796721288811475,0.8459113011114247,-1.5679065665042957,0.6147153383380057,-0.2733666517727258,1.7246808787816195,0.21605427699257776,-0.42623001504290287,0.26623257679518353,0.0,0.24198831185855807,0.7354472998016324,0.1557070814399298,0.33809616377248186,-0.4911735278257753,-0.6154915796172451,-0.6791456840737199,-0.3148734873096303,0.6666666666666665,0.38797423049391555,0.0,0.75,0.0,0.13884857281083696,1.0,0.9571428571428571,0.6666666666666667,0.5,0.0,0.4416535018430753,0.41252760489861473,0.7777777777777777,0.3571428571428571,0.0,0.6666666666666667,0.0,0.3333333333333333,0.42500000000000004,0.5,0.6666666666666667,0.1,0.1111111111111111,0.0,0.1764705882352941,0.002958407001115549,0.04141769801561769,6.431319567642499e-05,0.00025725278270569997,6.431319567642499e-05,0.018522200354810395,0.00025725278270569997,0.006238379980613224,0.00019293958702927495,0.00019293958702927495,6.431319567642499e-05,0.6042867865756891,0.7954256041260243,0.0004501923697349749,0.0010290111308227999,0.00019293958702927495,0.00019293958702927495,0.005145055654113999,6.431319567642499e-05,0.0010933243264992247,0.00019293958702927495,0.00019293958702927495,0.00025725278270569997,0.00012862639135284999,0.0,0.00019293958702927495
32,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8,Yes,-0.5391662584750891,0.6012177066391627,-0.6407266473844129,1.0617867539482457,0.0,-1.2194109193019373,1.1697805251007627,-1.6676657419318217,-2.432005601372186,0.8459113011114247,1.1532535902386967,0.8280439046783147,1.6160656857893132,-0.6780493930322936,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.0,-0.9320143892374165,0.34975071374797573,-0.6201892226844657,-1.0778621289498782,1.141628566031958,1.0410954610370433,2.114727885669848,1.086895217551534,0.3333333333333333,0.6750178954903364,0.10714285714285714,0.75,0.0,0.14029995162070633,1.0,0.02857142857142858,0.0,0.5,1.0,0.4945234333859926,0.9523388877735394,0.1111111111111111,0.0,0.0,0.6666666666666667,0.0,0.0,0.35000000000000003,0.3333333333333333,0.3333333333333333,0.35000000000000003,0.4444444444444444,0.6,0.47058823529411764,0.0011490252913406598,0.03752285717034343,0.00014362816141758248,0.00014362816141758248,3.590704035439562e-05,0.010448948743129126,0.00014362816141758248,0.0011490252913406598,3.590704035439562e-05,0.00010772112106318687,0.00014362816141758248,0.37343321968571447,0.9268325256276597,3.590704035439562e-05,0.0003949774438983518,0.00010772112106318687,0.00010772112106318687,0.0028725632283516495,0.0,0.0005026985649615387,7.181408070879124e-05,7.181408070879124e-05,0.0005026985649615387,0.00028725632283516496,0.0003231633631895606,0.00028725632283516496
30,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,No,-0.7581699611438873,0.0657316248540461,-1.0109093429124179,-1.8684257522543597,0.0,-1.2177492916038724,0.2546249253678617,1.0878991692650386,-1.0261667362455194,0.8459113011114247,0.24620020465769926,0.4188100214398335,0.9292421337463435,-0.6780493930322936,1.855984331273588,2.346151056253851,0.26623257679518353,0.0,-0.9320143892374165,0.09261965637887129,-0.6201892226844657,0.33809616377248186,0.651787937874638,1.0410954610370433,0.8730062991171511,1.086895217551534,0.28571428571428564,0.520400858983536,0.0,0.0,0.0,0.14078374455732945,0.6666666666666667,0.8285714285714285,0.3333333333333333,0.5,0.6666666666666667,0.39310163243812535,0.7561132302750452,0.1111111111111111,0.7857142857142857,1.0,0.6666666666666667,0.0,0.0,0.30000000000000004,0.3333333333333333,0.6666666666666667,0.275,0.4444444444444444,0.3333333333333333,0.47058823529411764,0.0013278329728610237,0.036692451150059625,4.426109909536746e-05,4.426109909536746e-05,4.426109909536746e-05,0.012924240935847297,0.00013278329728610237,0.003894976720392336,8.852219819073492e-05,0.00013278329728610237,0.00013278329728610237,0.37506855373414383,0.926163498570564,4.426109909536746e-05,0.000973744180098084,0.00017704439638146984,0.00013278329728610237,0.0035408879276293964,0.0,0.0005311331891444095,8.852219819073492e-05,0.00013278329728610237,0.000486872090049042,0.0003540887927629397,0.00022130549547683728,0.0003540887927629397
27,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,4,Female,90,3,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7,No,-1.0866755151470848,1.0896008460450328,1.3335810620982798,0.08504925188071055,0.0,-1.2160876639058074,1.1697805251007627,1.1863122018077836,0.3796721288811475,-0.05778754527941421,0.24620020465769926,0.7390153496020304,-0.19635021909019104,-0.6780493930322936,-0.3305890744344257,-0.42623001504290287,1.1914379855160337,0.0,-0.9320143892374165,-0.5502079870438897,-0.6201892226844657,0.33809616377248186,-0.0013328996684553085,0.7649976209279952,-0.6791456840737199,0.8065414765793012,0.21428571428571425,0.8160343593414459,0.6785714285714285,0.5,0.0,0.14126753749395257,1.0,0.857142857142857,0.6666666666666667,0.25,0.6666666666666667,0.4724591890468668,0.434531218630797,0.1111111111111111,0.2142857142857143,0.0,1.0,0.0,0.0,0.17500000000000002,0.3333333333333333,0.6666666666666667,0.17500000000000002,0.38888888888888884,0.0,0.4117647058823529,0.0016490169776134666,0.07585478097021947,0.0012214940574914567,0.0001832241086237185,6.107470287457284e-05,0.017894887942249842,0.00024429881149829136,0.005496723258711556,0.0001832241086237185,0.00012214940574914568,0.0001832241086237185,0.6095866093911115,0.7888408623279828,6.107470287457284e-05,0.0008550458402440198,0.0001832241086237185,0.00024429881149829136,0.004885976229965827,0.0,0.0004275229201220099,0.00012214940574914568,0.0001832241086237185,0.0004275229201220099,0.0004275229201220099,0.0,0.0004275229201220099
51,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7,No,1.5413689168784945,1.6523570523655027,-0.14714972001373974,1.0617867539482457,0.0,-1.2111027808116128,-0.6605306743650393,0.743453555365431,-1.0261667362455194,0.8459113011114247,-0.6608531809232983,1.2721242868010696,0.19997521916664845,0.9237707881769818,0.21605427699257776,-0.42623001504290287,1.1914379855160337,0.0,1.4159910129545328,0.6068817711170802,1.707499689688721,-2.4938204216722384,0.48850772848886465,1.3171933011460915,0.5625759024789769,0.8065414765793012,0.7857142857142856,0.9785254115962777,0.25,0.75,0.0,0.14271891630382197,0.3333333333333333,0.7285714285714284,0.3333333333333333,0.5,0.3333333333333333,0.6045813586097947,0.5477614936759687,0.5555555555555556,0.3571428571428571,0.0,1.0,0.0,0.6666666666666666,0.4,0.8333333333333333,0.0,0.25,0.5,0.26666666666666666,0.4117647058823529,0.002531449552860391,0.07291567437552773,0.0003970901259388848,0.0001985450629694424,4.96362657423606e-05,0.014692334659738739,9.92725314847212e-05,0.004020537525131209,9.92725314847212e-05,0.00014890879722708183,9.92725314847212e-05,0.6199569591220839,0.7810762777217864,0.00024818132871180304,0.0007941802518777696,0.00014890879722708183,0.0001985450629694424,0.003970901259388849,9.92725314847212e-05,0.0007941802518777696,0.00024818132871180304,4.96362657423606e-05,0.0004963626574236061,0.0004467263916812454,0.0001985450629694424,0.00034745386019652426
30,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4,Yes,-0.7581699611438873,0.5020536174196967,-0.7641208792270812,0.08504925188071055,0.0,-1.2094411531135478,1.1697805251007627,1.0878991692650386,0.3796721288811475,-0.9614863916702531,-1.5679065665042957,-0.8171782956932119,-0.8091086980972194,0.9237707881769818,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.0,-0.9320143892374165,-0.42164245835933756,1.707499689688721,0.33809616377248186,-0.32789331844000197,-0.6154915796172451,-0.6791456840737199,-0.0345197463373974,0.28571428571428564,0.64638511095204,0.07142857142857142,0.5,0.0,0.1432027092404451,1.0,0.8285714285714285,0.6666666666666667,0.0,0.0,0.08678251711427068,0.25946597068861676,0.5555555555555556,0.0,0.0,0.6666666666666667,0.0,0.0,0.2,0.8333333333333333,0.6666666666666667,0.125,0.1111111111111111,0.0,0.23529411764705882,0.0033255741722759266,0.11140673477124353,0.0003325574172275927,0.0003325574172275927,0.00011085247240919755,0.03292318430553167,0.0004434098896367902,0.009755017572009384,0.0003325574172275927,0.00011085247240919755,0.00011085247240919755,0.2945350191912379,0.9484537539330943,0.0005542623620459877,0.001219377196501173,0.0003325574172275927,0.0003325574172275927,0.008868197792735804,0.0,0.0008868197792735804,0.0005542623620459877,0.0003325574172275927,0.0005542623620459877,0.0002217049448183951,0.0,0.0004434098896367902
41,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0,No,0.4463504035345031,0.2318314742966517,-0.3939381836990763,0.08504925188071055,0.0,-1.207779525415483,1.1697805251007627,0.448214457737196,0.3796721288811475,0.8459113011114247,1.1532535902386967,1.506063282359516,0.050720745610349324,0.12286069757234411,0.7626976284195812,-0.42623001504290287,0.26623257679518353,0.0,-0.9320143892374165,0.6068817711170802,0.1557070814399298,0.33809616377248186,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.5476190476190477,0.5683607730851825,0.17857142857142855,0.5,0.0,0.14368650217706821,1.0,0.6428571428571428,0.6666666666666667,0.5,1.0,0.6625592417061611,0.5051194539249146,0.3333333333333333,0.4999999999999999,0.0,0.6666666666666667,0.0,0.0,0.4,0.5,0.6666666666666667,0.025,0.0,0.0,0.0,0.002047576068082038,0.04474702821954893,0.000299645278255908,0.000149822639127954,4.9940879709318e-05,0.014882382153376764,0.000199763518837272,0.00374556597819885,0.000149822639127954,0.000149822639127954,0.000199763518837272,0.6787464961293409,0.7328324688545323,0.000149822639127954,0.0008989358347677239,0.000149822639127954,0.000149822639127954,0.00399527037674544,0.0,0.000799054075349088,0.000149822639127954,0.000149822639127954,4.9940879709318e-05,0.0,0.0,0.0
30,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1,Yes,-0.7581699611438873,-1.1614239792368461,2.0739464531542895,1.0617867539482457,0.0,-1.206117897717418,0.2546249253678617,-0.6835354165043717,-1.0261667362455194,-0.05778754527941421,-1.5679065665042957,0.04102297865789181,1.216226724143672,0.9237707881769818,-0.057267398720923963,-0.42623001504290287,0.26623257679518353,0.0,-0.9320143892374165,-0.2930769296747854,1.707499689688721,-1.0778621289498782,-0.16461310905422863,-0.33939373950819707,-0.6791456840737199,-0.8755809692540959,0.28571428571428564,0.16607015032211883,0.8928571428571428,0.75,0.0,0.14417029511369134,0.6666666666666667,0.31428571428571433,0.3333333333333333,0.25,0.0,0.29947340705634545,0.8381047982332864,0.5555555555555556,0.2857142857142857,0.0,0.6666666666666667,0.0,0.0,0.225,0.8333333333333333,0.3333333333333333,0.15000000000000002,0.16666666666666666,0.0,0.058823529411764705,0.0012537805358154316,0.013958756632078472,0.0010866097977067074,0.00016717073810872422,4.1792684527181055e-05,0.012496012673627136,0.00012537805358154316,0.002173219595413415,8.358536905436211e-05,8.358536905436211e-05,4.1792684527181055e-05,0.27984381559400434,0.9598525855357672,0.00020896342263590527,0.0006268902679077158,0.00012537805358154316,0.00012537805358154316,0.0033434147621744844,0.0,0.0003761341607446295,0.00020896342263590527,8.358536905436211e-05,0.00025075610716308633,0.00012537805358154316,0.0,4.1792684527181055e-05
29,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,Yes,-0.8676718124782865,0.4698252884233702,-1.0109093429124179,0.08504925188071055,0.0,-1.204456270019353,0.2546249253678617,0.9402796204509211,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.9444530080815038,0.7650903210215249,-1.0785044383346125,-0.3305890744344257,-0.42623001504290287,1.1914379855160337,0.0,-0.9320143892374165,-0.5502079870438897,-1.3960855268088614,-1.0778621289498782,-0.16461310905422863,-0.6154915796172451,-0.3687152874355457,0.24583399463483546,0.2619047619047619,0.6370794559770937,0.0,0.5,0.0,0.14465408805031446,0.6666666666666667,0.7857142857142856,0.6666666666666667,0.0,0.6666666666666667,0.05523959978936282,0.7092150170648465,0.0,0.2142857142857143,0.0,1.0,0.0,0.0,0.17500000000000002,0.16666666666666666,0.3333333333333333,0.15000000000000002,0.1111111111111111,0.06666666666666667,0.29411764705882354,0.0014579247236611965,0.04987108020247955,5.027326633314471e-05,0.00015081979899943414,5.027326633314471e-05,0.015081979899943414,0.00015081979899943414,0.0042732276383173,0.00015081979899943414,5.027326633314471e-05,0.00015081979899943414,0.1034623821136118,0.9932489229439401,0.0,0.000703825728664026,0.00015081979899943414,0.00020109306533257885,0.004021861306651576,0.0,0.000351912864332013,5.027326633314471e-05,0.00010054653266628942,0.0003016395979988683,0.00010054653266628942,5.027326633314471e-05,0.0002513663316657235
45,Non-Travel,1052,Sales,6,3,Medical,1,302,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8,No,0.8843578088720997,0.6185714222525692,-0.3939381836990763,0.08504925188071055,0.0,-1.2011330146232233,1.1697805251007627,-0.4375028351475091,-1.0261667362455194,0.8459113011114247,1.1532535902386967,0.5018891742675833,0.35513241201613455,1.3242258334793007,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,0.0,-0.9320143892374165,1.5068404719089457,-0.6201892226844657,0.33809616377248186,1.9580296129608246,0.7649976209279952,3.0460190755843706,1.086895217551534,0.6428571428571428,0.6800286327845383,0.17857142857142855,0.5,0.0,0.1456216739235607,1.0,0.38571428571428573,0.3333333333333333,0.5,1.0,0.41369141653501845,0.5920899417787593,0.6666666666666666,0.0714285714285714,0.0,1.0,0.0,0.0,0.5750000000000001,0.3333333333333333,0.6666666666666667,0.47500000000000003,0.38888888888888884,0.8,0.47058823529411764,0.00236063638921916,0.05518643292130125,0.00031475151856255465,0.00015737575928127733,5.2458586427092445e-05,0.01584249310098192,0.00020983434570836978,0.0029901394263442695,0.00010491717285418489,0.00015737575928127733,0.00020983434570836978,0.4650453686761745,0.8834025954322368,0.00031475151856255465,0.0006295030371251093,0.00015737575928127733,0.00020983434570836978,0.004196686914167395,0.0,0.0012065474878231262,0.00010491717285418489,0.00015737575928127733,0.0009967131421147564,0.0003672101049896471,0.0006295030371251093,0.00041966869141673956
54,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,No,1.869874470881692,0.8540861341488011,-0.7641208792270812,0.08504925188071055,0.0,-1.1994713869251585,1.1697805251007627,-0.6835354165043717,0.3796721288811475,-0.05778754527941421,-1.5679065665042957,-0.11961088205254007,0.37916491199553864,-0.27759434772997477,-0.3305890744344257,-0.42623001504290287,1.1914379855160337,0.0,0.24198831185855807,0.6068817711170802,0.9316033855643254,0.33809616377248186,-0.16461310905422863,-0.6154915796172451,-0.6791456840737199,0.24583399463483546,0.857142857142857,0.748031496062992,0.07142857142857142,0.5,0.0,0.14610546686018383,1.0,0.31428571428571433,0.6666666666666667,0.25,0.0,0.25966298051606107,0.5989560329251155,0.2222222222222222,0.2142857142857143,0.0,1.0,0.0,0.3333333333333333,0.4,0.6666666666666666,0.6666666666666667,0.15000000000000002,0.1111111111111111,0.0,0.29411764705882354,0.002990426668243379,0.06351887756435474,0.00016613481490240995,0.00016613481490240995,5.537827163413665e-05,0.016779616305143404,0.0002215130865365466,0.0028796701249751058,0.00016613481490240995,0.0001107565432682733,5.537827163413665e-05,0.32894693350677173,0.9420397787682986,0.0001107565432682733,0.0007752958028779131,0.00016613481490240995,0.0002215130865365466,0.004430261730730932,5.537827163413665e-05,0.0008860523461461864,0.0002215130865365466,0.00016613481490240995,0.0003322696298048199,0.0001107565432682733,0.0,0.00027689135817068325
36,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,No,-0.10115885313749257,1.4713825895399772,-0.5173324155417446,-0.8916882501868245,0.0,-1.1978097592270935,1.1697805251007627,-0.19147025379064658,0.3796721288811475,-0.05778754527941421,-0.6608531809232983,-0.12513532699760785,-0.6138973386153932,2.1251359240839385,0.21605427699257776,-0.42623001504290287,1.1914379855160337,0.0,-0.9320143892374165,0.6068817711170802,0.1557070814399298,1.754054456494842,0.9783483566461847,1.8693889813641875,0.2521455058408027,0.8065414765793012,0.42857142857142855,0.9262705798138868,0.14285714285714285,0.25,0.0,0.14658925979680695,1.0,0.45714285714285713,0.6666666666666667,0.25,0.3333333333333333,0.25829383886255924,0.31523790403533425,0.8888888888888888,0.3571428571428571,0.0,1.0,0.0,0.0,0.4,0.5,1.0,0.325,0.611111111111111,0.2,0.4117647058823529,0.003087743953457812,0.11973584886186403,0.0004288533268691405,0.00017154133074765622,8.577066537382811e-05,0.026074282273643744,0.00034308266149531244,0.0053177812531773425,0.0002573119961214843,0.00017154133074765622,0.00017154133074765622,0.5072477150208194,0.8529892671427205,0.0006861653229906249,0.0013723306459812498,0.0002573119961214843,0.00034308266149531244,0.006861653229906248,0.0,0.0013723306459812498,0.0002573119961214843,0.00034308266149531244,0.0011150186498597653,0.0009434773191121092,0.0002573119961214843,0.0006003946576167967
