Probability_0,Probability_1,Probability_2
0.05395618555406995,0.5160374641795988,0.4300063502663312
0.5534281176937141,0.4465690112159737,2.871090312281418e-06
0.0004454809903608135,0.12851722276440775,0.8710372962452313
0.11255336473149688,0.88744476144832,1.8738201829464292e-06
0.4719782659289537,0.5280203560934545,1.377977591729996e-06
0.060220934072451146,0.9397655992213558,1.3466706193004444e-05
0.00764504144937891,0.7844494567762346,0.20790550177438646
0.0014085800245911182,0.13150432832934295,0.8670870916460658
0.0010552563872846474,0.2055388520064901,0.7934058916062252
0.0015610136638577606,0.25659724588631166,0.7418417404498306
0.0006371248486159021,0.8828915649886269,0.11647131016275714
0.001149129558895726,0.8968506556518423,0.10200021478926208
0.025741449123215097,0.9742459362081985,1.261466858635816e-05
0.0256971075901393,0.9701801557573809,0.004122736652479762
0.3038858503271014,0.6960961876292309,1.7962043667802154e-05
0.0001866080135128121,0.022842252868162383,0.9769711391183248
0.02133507063383281,0.9786628932403526,2.0361258144850675e-06
0.0005793875856388631,0.12494859887642472,0.8744720135379365
0.4484753500303972,0.5444884203317413,0.007036229637861588
0.00013478717681470682,0.29408937852814654,0.7057758342950388
2.9803721368998416e-05,0.09452925152222588,0.9054409447564052
0.008088529981146746,0.8227817963176604,0.1691296737011929
4.025364732629393e-06,0.029464444623886026,0.9705315300113814
0.019618604710904902,0.9435448659947039,0.036836529294391254
0.000379315349577603,0.16370466543233672,0.8359160192180857
1.0036040143547944e-05,0.0321709770833724,0.967818986876484
0.0010563026782825814,0.07390629134601764,0.9250374059756997
0.07643268336543416,0.9235664655574741,8.510770918087328e-07
0.01535447208352799,0.8984383759207488,0.08620715199572317
0.03550491672901501,0.9644531723731494,4.191089783555349e-05
0.026473510888006844,0.8480652443774545,0.1254612447345386
0.4695638624435836,0.5304339183576846,2.219198731755441e-06
0.02638191869534279,0.9735974314192194,2.06498854378699e-05
0.00018564811619696336,0.05539044829902101,0.9444239035847821
0.0051922431567242395,0.9894666344936642,0.005341122349611531
0.041189687720191215,0.9587872459116373,2.306636817143154e-05
0.03718057776447051,0.9519353580704781,0.01088406416505129
0.0005546824293040321,0.16301858324943186,0.8364267343212641
0.03754313208370138,0.9624423222804515,1.4545635847189722e-05
8.794159615017208e-05,0.04125120816688284,0.958660850236967
7.949104797444347e-05,0.09163695669924428,0.9082835522527813
0.14724765644297527,0.8526819275547468,7.041600227793412e-05
0.0020504929500517782,0.6937388472738898,0.3042106597760585
0.0009953244763542784,0.1506191525869393,0.8483855229367063
0.0006187456630614512,0.1437823168825806,0.8555989374543579
0.003334332596453358,0.9227159867596627,0.073949680643884
0.00012107350130576349,0.0317809333962579,0.9680979931024365
0.016993282503410482,0.9621217807030074,0.02088493679358218
0.005641093462419989,0.9829157591202325,0.011443147417347609
0.0006785217896458886,0.08394876657125377,0.9153727116391003
3.7332364799964556e-05,0.049023882925456425,0.9509387847097436
0.007753083177373723,0.9848823514858185,0.00736456533680789
0.01813424966206635,0.9818017184650918,6.403187284182715e-05
7.174780325755439e-05,0.22684965731348988,0.7730785948832526
0.012893147332905397,0.8613613205846177,0.12574553208247685
1.3737686499319067e-05,0.022181140926323742,0.9778051213871769
0.0053885305595546265,0.516830348964795,0.4777811204756505
0.18823620712522535,0.8117623271884138,1.4656863608563102e-06
0.01767218795049097,0.9823178389648102,9.973084698844749e-06
0.1487657788215832,0.8512097358643181,2.4485314098607353e-05
0.27260902833649536,0.7273715183442059,1.945331929870865e-05
0.022580175377226945,0.8432435491382991,0.13417627548447378
0.003196899237609192,0.8046642263363092,0.1921388744260817
0.003603893021364971,0.8829814827921528,0.1134146241864822
0.005319042855531596,0.8972957981208636,0.097385159023605
0.024253913544132633,0.8520283060378939,0.12371778041797357
0.0011551950439235641,0.8851122920402028,0.11373251291587357
0.009025617635714758,0.9251622001565029,0.06581218220778241
0.022344147632679418,0.9776482558176046,7.596549715878914e-06
0.008645647935172203,0.8878945456863019,0.10345980637852588
0.042813176142812624,0.9571725686755441,1.4255181643173103e-05
0.011010579827302703,0.9889516387707438,3.778140195354492e-05
0.06451812039811894,0.8779547852508182,0.05752709435106292
1.1365533401112596e-05,0.12475126243561944,0.8752373720309795
0.361056387670208,0.6389433414190638,2.7091072812405277e-07
0.008131323178120587,0.9918573388289067,1.133799297273849e-05
0.001918594395701199,0.9436163869281122,0.05446501867618667
1.3842915205784905e-05,0.014899434037261981,0.9850867230475323
0.0015226028183900138,0.21483434255203246,0.7836430546295775
0.0020401765609323603,0.2502650824788762,0.7476947409601915
0.01365245302059957,0.9849178034894905,0.001429743489909858
0.0007225012325939239,0.21192367559045522,0.7873538231769508
0.0026661528037010716,0.9062222747915751,0.09111157240472383
0.0003098195200085467,0.18507669610364305,0.8146134843763483
0.0247759156889436,0.9752147935369153,9.290774141205417e-06
0.002375703553358413,0.2525129630354439,0.7451113334111977
3.5894128680949824e-06,0.006811203749758626,0.9931852068373732
0.06938657990610136,0.9306129869958936,4.3309800493646453e-07
0.16011121075047394,0.8398314662390499,5.732301047620605e-05
0.006342331661585182,0.9142025694226078,0.07945509891580689
0.0007259161119354652,0.5625531062891489,0.4367209775989158
0.05199499367371614,0.9479944657721472,1.0540554136646478e-05
0.05113848427826172,0.9488503309223034,1.1184799434964916e-05
0.00036389623177724356,0.05486772448820558,0.9447683792800172
0.00011463482640333808,0.028886045529017877,0.9709993196445789
0.0006847163744600106,0.16217862414112677,0.8371366594844133
0.023942757352966686,0.6198084477401563,0.35624879490687683
0.014745487743236875,0.9815210217584776,0.0037334904982855304
0.0014428431664104638,0.8157184140161544,0.18283874281743512
0.0030774623605657305,0.9052691511211085,0.0916533865183259
0.0004505312610381596,0.17486990764355742,0.8246795610954043
0.00037634912528072324,0.2734436728081364,0.7261799780665829
7.100019430185654e-05,0.15140934293918296,0.8485196568665152
0.006181543223671435,0.8270435580532289,0.1667748987230996
0.09150953760805113,0.9084443845998377,4.6077792111042366e-05
0.05017186366784232,0.9498273739696486,7.623625091104688e-07
0.0008714385985597612,0.9361976330422257,0.06293092835921447
0.3411661242366514,0.658833209440461,6.663228876328942e-07
0.00023141868271023096,0.07842493226874078,0.9213436490485489
0.030773183530230442,0.9692193310839512,7.485385818483746e-06
0.00017284716291906009,0.04438264473716853,0.9554445080999124
0.0006061457451280493,0.1886133773009671,0.8107804769539049
0.01620774828317808,0.983775768509569,1.6483207252878953e-05
0.04671314283754081,0.9532786424576555,8.214704803527086e-06
0.005832720990268024,0.9941393673257849,2.7911683947101805e-05
0.007046599436983418,0.9724797611052027,0.020473639457813872
0.0001663198746699903,0.17893801155293076,0.8208956685723992
0.08609204485802607,0.9138627640631762,4.5191078797768754e-05
0.00010733248186559524,0.056897425996518015,0.9429952415216163
0.0059122512780203085,0.9867594053387401,0.007328343383239558
3.9635665643167704e-05,0.027437245289313173,0.9725231190450436
0.006152802441088924,0.9766909750694354,0.017156222489475677
0.0013137590114047594,0.8375608641167056,0.16112537687188966
0.004934140620715601,0.9900891917754905,0.004976667603794073
0.06117897924757845,0.9364173374028106,0.0024036833496109485
0.0008615622205419217,0.47053871971116573,0.5285997180682923
0.005497166686112208,0.9544091470028336,0.040093686311054165
0.08162585812076657,0.9183560971694098,1.8044709823603723e-05
0.00020340580535591833,0.08132104710772661,0.9184755470869174
0.00020238448587559416,0.027536168432976935,0.9722614470811474
0.0003355102911039785,0.17150021324202194,0.8281642764668741
0.0029060273060945207,0.3716484953347685,0.625445477359137
0.1177224648218929,0.8822513153217346,2.6219856372434643e-05
0.12168729511160833,0.8783030733960365,9.631492355030608e-06
0.0043837588441221,0.989643584248316,0.00597265690756186
0.00028202439836300634,0.21588279491416704,0.78383518068747
0.060526059886615274,0.9334829364429079,0.005991003670476624
0.002305971352372051,0.17212492664709725,0.8255691020005307
0.00948682303484681,0.850127828573518,0.14038534839163527
0.0017509526164301487,0.8878790056119971,0.11037004177157285
0.3041966960647872,0.695783607965443,1.9695969769751912e-05
0.00031235497446229974,0.10611443515209963,0.893573209873438
0.025942118521302616,0.8960867031457627,0.07797117833293477
0.0018622073152489524,0.9515895107046519,0.046548281980099186
0.002814464481771831,0.830368618038351,0.16681691747987706
0.015098190150146308,0.7447465991408281,0.24015521070902565
0.030603804491687443,0.9693246173918525,7.157811646006532e-05
0.0005686100386351716,0.09741645890918127,0.9020149310521837
0.00011360345279585007,0.1819618309440036,0.8179245656032006
0.14405462475509756,0.8412736705847685,0.014671704660133764
0.0458410526554134,0.9541422699204759,1.667742411066913e-05
0.28662548465118093,0.7133739091575377,6.061912814216218e-07
0.0002992606672368827,0.047554148893350814,0.9521465904394123
0.001092383841946086,0.7875119549403119,0.21139566121774198
0.0013111942518950488,0.9415345702340169,0.05715423551408819
0.0253329493491713,0.9653397791572648,0.009327271493563917
0.018951252546252503,0.9810417853631771,6.962090570468742e-06
0.00846107476681475,0.8926347381517328,0.09890418708145243
0.019797929732115905,0.765662108380966,0.21453996188691807
0.00017634115305715083,0.10153380722338103,0.8982898516235618
0.0004869617069122387,0.1311374466678744,0.8683755916252134
0.004974773784469021,0.2373558677073743,0.7576693585081566
0.008288724045058923,0.8202374113443419,0.1714738646105993
0.004594426445794463,0.7833904979474374,0.21201507560676808
0.0282068274182351,0.917060480556976,0.05473269202478893
0.30042072155356464,0.6995789265335356,3.5191289978576304e-07
2.0432171865157932e-05,0.18794850471811675,0.8120310631100182
0.02819337773418554,0.9718005052923552,6.116973459336811e-06
0.019465382976608908,0.9773937458311764,0.0031408711922146027
5.656847041444103e-06,0.01993404825492534,0.9800602948980331
0.002036005245941198,0.2614543237544542,0.7365096709996045
4.352901789988022e-05,0.03221147458660423,0.9677449963954959
0.05181261285075098,0.9481804805152092,6.906634039912759e-06
0.12909569164140242,0.7986636679924327,0.07224064036616483
0.0017938393904049,0.2370876763454614,0.7611184842641338
0.07668166730376733,0.923166862988901,0.00015146970733172308
0.0006029122644113779,0.6917964308611032,0.3076006568744854
0.041484470721854835,0.8073178424129042,0.15119768686524093
0.0359864626449132,0.955641448299531,0.008372089055555646
0.002293430351598734,0.9347159868934796,0.06299058275492168
0.10374732517402167,0.7621975884078936,0.1340550864180846
0.3618744783781413,0.638123679494634,1.8421272248145738e-06
0.001255360306435308,0.8279812285127544,0.1707634111808103
0.01459104753454264,0.9853957277522136,1.3224713243856059e-05
0.0020768889661701134,0.865141080334572,0.13278203069925806
0.07411666192790878,0.925853685015867,2.9653056224294228e-05
0.0001801887747455776,0.04897653992778595,0.9508432712974684
0.00037608782278723374,0.07189582677559613,0.9277280854016167
0.0037782326896913547,0.9495130128270648,0.04670875448324389
5.332831624897636e-05,0.0324997905970228,0.9674468810867283
0.00039043907789898806,0.13126836829497918,0.8683411926271217
0.003137648108301003,0.9230696251659397,0.07379272672575926
3.07617377180722e-05,0.004604184531767176,0.9953650537305148
0.03730619361791583,0.9625979988296041,9.580755248004819e-05
0.027556220750777367,0.8745483036531033,0.09789547559611922
0.06467949479248152,0.9353181891898138,2.3160177048211724e-06
0.056229303709906524,0.9437665278721193,4.168417974194133e-06
0.05536721009770684,0.9446249428239188,7.847078374446645e-06
0.0001073182263392283,0.02304631683719301,0.9768463649364678
0.2456188918575392,0.7543808775123729,2.3063008790430698e-07
0.30656744913077666,0.6934221355263048,1.0415342918603077e-05
0.00014283119271714766,0.15120495653074378,0.8486522122765391
5.699002564794404e-05,0.2281032864707698,0.7718397235035823
0.008728100595749352,0.9912592118696159,1.2687534634944986e-05
0.16551750950545682,0.8344817679856431,7.225089000770409e-07
0.0020703875868504323,0.8038621094992743,0.19406750291387528
2.4413032298135285e-05,0.0034536743092967526,0.9965219126584051
0.001226210657398408,0.28278038524122395,0.7159934041013776
0.006427078144025351,0.6130334547058818,0.38053946715009296
0.2865542099218588,0.7134454445975217,3.4548061947699127e-07
0.2115526442223852,0.7884404506245768,6.905153037886093e-06
0.0014794558234359296,0.1955120520381088,0.8030084921384552
0.014454448209499591,0.8146835809620528,0.1708619708284477
0.01293772168031799,0.874487605408554,0.11257467291112805
0.026073406137877127,0.9720217477456418,0.0019048461164813035
0.0012958353203400676,0.7738624489024692,0.22484171577719061
0.028373540919179048,0.9716107588269345,1.570025388647347e-05
0.0360577164134635,0.9349586280113551,0.028983655575181434
0.0014479062258286191,0.7359895926308645,0.2625625011433069
0.001053642298941225,0.8966763816844631,0.10226997601659575
0.00020408619703337415,0.12558192087292497,0.8742139929300417
0.028166436927737157,0.9718326078819449,9.551903178686064e-07
7.291657876460543e-05,0.09888459496015682,0.9010424884610786
0.02069633445174736,0.9500960291243032,0.02920763642394948
0.000571331196069295,0.8990692738001022,0.1003593950038284
0.05378470467018172,0.946207301404201,7.993925617460759e-06
0.0746323679524894,0.9253581462090688,9.485838441827199e-06
0.0030353078080515663,0.48924920993387255,0.507715482258076
4.206938136708555e-05,0.08828027529496592,0.911677655323667
0.0579345943412944,0.9420562449645618,9.16069414378088e-06
0.0015257940402967393,0.8531275808489196,0.14534662511078364
0.00027388904152592656,0.039259622703503506,0.9604664882549705
7.119071057514133e-05,0.15426118524084245,0.8456676240485825
0.20093433997865112,0.7990326729461524,3.298707519650171e-05
0.02711558896264519,0.8202525319189832,0.1526318791183717
0.0011302349960570258,0.2237351310345546,0.7751346339693884
0.11859783787592623,0.8813982146390128,3.9474850610632605e-06
0.16390413858333544,0.8360952620252778,5.993913866668597e-07
0.0019296560788074674,0.9062824984461082,0.09178784547508437
0.002411675903594859,0.2039355054274937,0.7936528186689115
0.027636098463633272,0.8986536292915184,0.0737102722448483
0.1088407113491604,0.8909607689703707,0.00019851968046889705
0.2834169022290848,0.7165828302048287,2.675660865113332e-07
0.00033426257404669884,0.19116129822353906,0.8085044392024142
0.09778288682543407,0.9021987909748883,1.8322199677561596e-05
0.0437320434699083,0.9561468751284895,0.00012108140160210947
0.0001263132194325523,0.03871648513420371,0.9611572016463636
0.00023363734350136694,0.053332670040580524,0.946433692615918
0.019213198286416856,0.9623189640103361,0.018467837703246993
